,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
992,6,1,1,0,0,1
993,9,0,0,0,0,0
994,9,1,3,0,1,0
995,19,1,5,1,0,0
996,13,1,4,0,0,0
997,8,0,0,1,0,0
998,14,0,0,0,0,1
999,19,0,4,0,0,0
1000,6,0,1,1,0,0
1001,14,0,1,0,0,0
1002,17,0,4,0,1,0
1003,14,0,2,0,1,0
1004,13,0,2,0,1,0
1005,14,0,3,0,0,1
1006,12,0,2,0,0,0
1007,8,0,1,0,0,1
1008,8,1,4,0,1,0
1009,17,1,3,0,1,0
1010,14,0,1,0,0,1
1011,7,0,1,0,1,0
1012,13,0,4,0,1,0
1013,6,0,2,1,0,0
1014,14,0,3,0,0,0
1015,11,0,4,0,0,1
1016,14,1,3,1,0,0
1017,14,1,0,0,1,0
1018,13,0,1,1,0,0
1019,14,1,5,0,1,0
1020,6,1,4,0,0,1
1021,12,1,2,0,1,0
1022,14,1,1,0,0,1
1023,14,1,1,0,0,0
1024,14,1,4,1,0,0
1025,19,1,1,0,0,0
1026,9,0,2,0,1,0
1027,19,0,0,0,1,0
1028,9,0,4,1,0,0
1029,14,0,0,0,1,0
1030,14,0,3,0,1,0
1031,15,0,3,1,0,0
1032,14,0,2,1,0,0
1033,11,0,2,0,1,0
1034,9,0,3,0,1,0
1035,14,1,4,0,1,0
1036,6,1,1,0,1,0
1037,11,1,3,0,1,0
1038,11,1,2,0,0,0
1039,14,1,1,0,0,0
1040,8,1,2,0,1,0
1041,14,1,2,0,1,0
1042,11,1,0,0,1,0
1043,13,1,5,0,0,0
1044,8,0,4,0,0,1
1045,13,0,3,1,0,0
1046,8,0,4,1,0,0
1047,13,0,0,0,0,0
1048,13,1,1,0,1,0
1049,18,1,3,1,0,0
1050,14,1,5,1,0,0
1051,17,1,1,1,0,0
1052,13,1,5,0,0,0
1053,16,1,0,0,1,0
1054,14,1,5,0,1,0
1055,14,1,1,0,1,0
1056,9,1,4,0,0,1
1057,14,1,1,0,0,1
1058,13,1,2,0,1,0
1059,14,1,4,0,1,0
1060,14,0,3,1,0,0
1061,14,0,3,1,0,0
1062,7,0,1,0,1,0
1063,8,0,5,0,1,0
1064,14,0,3,1,0,0
1065,14,0,1,1,0,0
1066,14,0,5,0,1,0
1067,14,0,4,0,0,1
1068,7,1,2,0,1,0
1069,14,1,0,0,0,0
1070,13,0,2,0,0,1
1071,17,1,2,0,1,0
1072,14,1,4,1,0,0
1073,8,0,3,0,1,0
1074,14,0,1,0,1,0
1075,16,0,0,1,0,0
1076,14,0,3,0,1,0
1077,14,0,5,0,0,1
1078,13,0,0,0,0,1
1079,13,0,0,1,0,0
1080,15,1,1,1,0,0
1081,16,1,2,0,0,1
1082,13,1,3,0,0,1
1083,14,1,4,1,0,0
1084,14,1,3,1,0,0
1085,14,1,2,1,0,0
1086,14,1,0,0,0,0
1087,9,1,2,1,0,0
1088,8,0,1,1,0,0
1089,14,0,4,0,0,0
1090,13,0,5,1,0,0
1091,14,1,1,1,0,0
1092,8,1,0,0,1,0
1093,15,1,2,0,0,0
1094,7,1,2,0,1,0
1095,11,1,3,0,1,0
1096,14,0,3,0,1,0
1097,14,0,1,0,1,0
1098,19,0,1,0,1,0
1099,14,0,2,0,1,0
1100,10,0,1,1,0,0
1101,14,0,5,0,0,1
1102,14,0,5,0,1,0
1103,13,0,1,0,0,0
1104,19,0,5,0,1,0
1105,7,0,4,0,0,1
1106,14,0,4,1,0,0
1107,15,0,3,0,1,0
1108,8,0,4,0,0,0
1109,14,0,4,0,0,0
1110,10,0,0,0,1,0
1111,14,0,3,0,0,1
1112,12,0,0,0,0,1
1113,14,0,2,0,0,1
1114,19,0,1,0,0,0
1115,14,0,5,0,1,0
1116,9,0,1,1,0,0
1117,8,0,4,0,1,0
1118,13,0,5,0,0,0
1119,10,0,4,0,0,0
1120,7,0,2,0,1,0
1121,10,0,5,0,1,0
1122,8,1,5,0,0,0
1123,14,1,2,0,1,0
1124,9,1,3,0,0,1
1125,13,1,4,0,1,0
1126,14,1,1,1,0,0
1127,10,0,4,0,1,0
1128,8,0,2,0,0,1
1129,14,1,1,1,0,0
1130,17,1,1,1,0,0
1131,15,0,3,0,1,0
1132,8,0,4,0,0,1
1133,10,0,2,0,0,0
1134,16,0,1,0,1,0
1135,14,0,3,1,0,0
1136,19,0,2,0,1,0
1137,9,0,3,0,1,0
1138,18,0,0,0,0,0
1139,17,0,3,0,0,1
1140,10,0,1,1,0,0
1141,6,0,3,1,0,0
1142,14,0,5,0,0,1
1143,14,0,0,0,0,1
1144,10,0,2,1,0,0
1145,9,0,1,0,1,0
1146,14,0,0,1,0,0
1147,9,0,0,0,0,0
1148,14,0,2,1,0,0
1149,14,0,0,0,0,1
1150,9,0,5,1,0,0
1151,14,0,1,0,0,1
1152,14,0,1,0,1,0
1153,14,0,3,0,0,1
1154,6,0,4,0,1,0
1155,9,0,5,0,0,0
1156,9,0,0,0,1,0
1157,17,0,0,0,0,1
1158,14,0,5,0,0,0
1159,14,0,4,0,0,0
1160,13,0,2,0,0,0
1161,14,0,1,0,0,0
1162,16,0,5,0,0,1
1163,14,1,2,0,0,1
1164,14,1,2,1,0,0
1165,9,1,0,0,0,1
1166,18,1,5,1,0,0
1167,13,1,5,1,0,0
1168,14,1,3,0,0,0
1169,16,0,3,0,0,1
1170,14,0,4,0,0,1
1171,14,0,1,0,0,1
1172,11,0,2,0,1,0
1173,14,0,5,0,1,0
1174,9,0,0,0,0,1
1175,16,1,1,0,0,0
1176,14,1,2,0,0,1
1177,9,1,5,0,1,0
1178,11,1,1,0,0,0
1179,14,1,2,0,1,0
1180,14,1,3,0,0,0
1181,10,0,0,0,1,0
1182,14,0,1,0,0,0
1183,17,0,0,0,0,1
1184,14,0,2,0,1,0
1185,14,0,0,0,0,1
1186,19,0,4,0,1,0
1187,8,1,3,0,0,1
1188,7,1,4,0,1,0
1189,13,1,5,0,0,1
1190,19,1,5,1,0,0
1191,14,1,1,0,0,1
1192,14,0,3,0,0,1
1193,15,0,0,1,0,0
1194,13,1,2,0,0,0
1195,13,1,3,0,1,0
1196,16,0,0,0,1,0
1197,16,0,2,0,0,1
1198,6,0,1,0,0,1
1199,14,0,4,1,0,0
1200,13,0,3,1,0,0
1201,14,0,2,1,0,0
1202,19,0,4,0,0,1
1203,9,0,0,0,0,0
1204,14,0,2,1,0,0
1205,14,0,4,1,0,0
1206,10,0,3,1,0,0
1207,11,1,1,1,0,0
1208,6,1,1,0,0,1
1209,14,0,2,0,1,0
1210,19,0,4,0,0,1
1211,14,1,5,0,0,1
1212,18,1,3,0,1,0
1213,16,1,4,0,1,0
1214,14,1,0,0,1,0
1215,16,1,1,0,0,1
1216,14,1,2,1,0,0
1217,10,1,3,0,1,0
1218,14,1,3,0,0,1
1219,18,1,4,0,1,0
1220,14,1,0,1,0,0
1221,14,0,1,1,0,0
1222,13,0,0,0,1,0
1223,14,0,5,0,0,1
1224,13,0,5,0,1,0
1225,13,0,3,1,0,0
1226,14,0,3,0,0,1
1227,13,0,3,0,1,0
1228,13,0,3,0,0,1
1229,14,1,0,0,0,1
1230,13,1,3,0,0,1
1231,7,1,5,0,1,0
1232,14,1,3,0,0,1
1233,13,1,1,0,0,0
1234,14,1,2,0,0,1
1235,14,1,4,0,0,0
1236,8,1,5,0,0,1
1237,10,1,5,0,0,1
1238,16,1,2,1,0,0
1239,14,1,0,0,0,0
1240,14,1,2,0,1,0
1241,14,1,5,1,0,0
1242,6,0,2,0,1,0
1243,13,0,2,0,0,0
1244,17,0,3,0,0,1
1245,8,0,4,0,1,0
1246,19,0,0,0,0,0
1247,14,0,3,0,0,1
1248,19,0,1,1,0,0
1249,8,0,1,0,0,1
1250,14,0,1,1,0,0
1251,18,0,2,0,0,1
1252,12,0,5,0,1,0
1253,13,0,0,0,0,1
1254,9,0,2,0,0,1
1255,14,0,3,1,0,0
1256,8,0,4,0,1,0
1257,14,0,2,0,0,1
1258,8,0,2,0,1,0
1259,14,0,5,0,0,1
1260,8,0,3,1,0,0
1261,17,0,3,0,1,0
1262,8,0,0,0,1,0
1263,18,1,4,0,0,1
1264,13,1,1,0,0,1
1265,15,0,0,1,0,0
1266,13,0,4,0,1,0
1267,18,1,0,0,1,0
1268,14,1,4,0,0,1
1269,15,1,2,1,0,0
1270,14,1,4,0,0,1
1271,14,1,2,0,0,0
1272,7,0,4,0,0,1
1273,14,1,0,0,1,0
1274,14,1,2,0,1,0
1275,7,1,1,1,0,0
1276,15,1,2,0,0,1
1277,14,1,2,1,0,0
1278,7,0,1,0,0,1
1279,15,0,3,1,0,0
1280,14,0,0,0,0,0
1281,13,0,5,0,0,0
1282,15,0,2,0,0,0
1283,13,0,2,0,0,0
1284,14,0,5,0,1,0
1285,14,1,2,0,1,0
1286,9,1,4,0,1,0
1287,13,1,1,0,0,1
1288,17,1,1,1,0,0
1289,14,1,0,0,1,0
1290,13,1,5,1,0,0
1291,17,0,0,0,1,0
1292,14,0,4,0,1,0
1293,14,1,3,0,0,1
1294,15,1,1,1,0,0
1295,14,1,5,0,1,0
1296,14,0,3,1,0,0
1297,14,0,0,0,1,0
1298,14,0,1,0,1,0
1299,14,0,0,0,0,1
1300,14,0,1,0,0,0
1301,12,0,1,0,1,0
1302,14,0,1,0,1,0
1303,10,0,5,0,1,0
1304,14,1,5,0,1,0
1305,13,1,4,1,0,0
1306,18,1,2,0,0,0
1307,7,0,5,0,0,1
1308,14,0,5,0,1,0
1309,14,0,3,0,1,0
1310,16,0,3,0,1,0
1311,11,1,1,0,1,0
1312,14,1,1,0,1,0
1313,8,0,1,1,0,0
1314,14,1,3,0,0,1
1315,12,1,5,0,0,1
1316,14,1,3,0,0,0
1317,11,1,4,0,0,0
1318,14,0,0,0,0,1
1319,16,0,2,0,0,0
1320,14,0,2,0,1,0
1321,14,0,4,1,0,0
1322,16,0,1,0,0,1
1323,13,0,5,0,0,1
1324,8,1,3,0,1,0
1325,17,1,3,0,1,0
1326,13,0,4,0,0,0
1327,17,0,2,1,0,0
1328,13,0,3,0,0,0
1329,17,1,0,0,0,1
1330,14,1,0,1,0,0
1331,14,0,4,1,0,0
1332,11,1,3,0,0,1
1333,15,1,4,0,1,0
1334,18,1,3,0,0,0
1335,8,1,4,0,1,0
1336,14,1,5,0,1,0
1337,14,1,1,0,0,0
1338,16,0,2,0,1,0
1339,11,0,1,0,0,1
1340,14,1,2,1,0,0
1341,14,1,1,0,0,1
1342,14,1,5,0,0,0
1343,7,1,0,0,0,1
1344,9,1,3,0,0,0
1345,14,1,2,0,0,1
1346,14,1,4,0,0,0
1347,16,1,3,0,0,1
1348,14,1,3,0,1,0
1349,15,1,5,0,0,0
1350,8,1,4,0,1,0
1351,9,1,4,1,0,0
1352,14,1,0,0,1,0
1353,14,1,0,1,0,0
1354,14,1,0,0,1,0
1355,12,1,5,0,1,0
1356,19,1,1,0,0,1
1357,13,1,0,1,0,0
1358,14,1,3,0,0,0
1359,14,1,1,0,0,0
1360,13,1,2,0,1,0
1361,10,0,3,1,0,0
1362,10,0,4,0,0,1
1363,14,0,1,0,0,0
1364,8,0,4,0,1,0
1365,18,0,2,1,0,0
1366,13,0,2,1,0,0
1367,14,0,5,0,0,0
1368,8,0,0,0,1,0
1369,14,0,2,0,0,1
1370,6,0,3,0,0,1
1371,14,0,0,0,0,1
1372,15,0,5,1,0,0
1373,13,0,0,0,1,0
1374,13,0,4,0,1,0
1375,13,0,4,0,0,1
1376,7,0,1,0,1,0
1377,13,0,5,0,1,0
1378,14,0,2,1,0,0
1379,15,0,4,0,0,0
1380,14,0,4,0,0,1
1381,8,0,1,0,1,0
1382,13,0,0,1,0,0
1383,13,0,4,0,0,1
1384,14,0,2,0,1,0
1385,6,0,0,0,1,0
1386,15,0,5,1,0,0
1387,10,0,2,0,1,0
1388,7,0,0,0,1,0
1389,14,0,1,0,0,0
1390,11,0,1,0,1,0
1391,19,0,3,1,0,0
1392,14,1,5,0,1,0
1393,9,1,5,1,0,0
1394,8,0,2,0,1,0
1395,13,0,1,0,1,0
1396,15,0,3,0,1,0
1397,13,0,3,0,0,1
1398,18,0,3,0,1,0
1399,9,0,1,0,1,0
1400,12,1,0,0,0,0
1401,14,1,0,0,0,1
1402,14,1,0,0,1,0
1403,11,1,2,0,0,1
1404,19,1,5,0,0,1
1405,14,1,5,1,0,0
1406,13,1,0,0,0,1
1407,14,1,3,0,0,1
1408,17,1,0,0,0,1
1409,13,1,1,0,1,0
1410,16,1,1,1,0,0
1411,8,1,3,1,0,0
1412,18,0,4,0,0,0
1413,17,0,1,0,0,1
1414,13,0,4,0,0,1
1415,8,0,0,0,0,0
1416,14,1,2,1,0,0
1417,7,1,4,1,0,0
1418,15,1,5,0,0,1
1419,6,1,3,1,0,0
1420,13,1,0,0,1,0
1421,8,1,0,0,0,1
1422,12,1,4,0,0,1
1423,9,0,2,0,0,0
1424,17,0,0,0,0,0
1425,16,0,5,0,0,0
1426,14,1,5,0,0,1
1427,14,1,4,0,1,0
1428,14,1,0,0,0,1
1429,14,0,0,0,0,0
1430,14,0,1,0,0,1
1431,14,0,2,0,1,0
1432,7,0,0,0,1,0
1433,19,0,4,0,0,0
1434,15,0,1,0,0,1
1435,8,0,4,0,0,1
1436,14,0,0,0,0,1
1437,14,0,0,0,1,0
1438,16,0,0,1,0,0
1439,14,0,4,0,0,1
1440,15,0,1,0,1,0
1441,14,0,1,0,0,0
1442,13,0,0,0,0,1
1443,14,0,5,0,1,0
1444,14,0,4,0,1,0
1445,14,0,2,0,1,0
1446,14,0,2,0,1,0
1447,13,0,5,1,0,0
1448,12,0,5,0,1,0
1449,12,0,4,1,0,0
1450,14,1,0,1,0,0
1451,15,1,3,0,0,0
1452,13,1,4,0,0,1
1453,7,1,5,0,0,1
1454,14,1,1,0,0,0
1455,14,0,2,0,1,0
1456,14,0,0,1,0,0
1457,13,0,0,0,0,1
1458,14,1,4,0,1,0
1459,6,1,0,1,0,0
1460,14,1,0,1,0,0
1461,13,0,5,1,0,0
1462,14,0,1,0,0,1
1463,14,0,2,1,0,0
1464,14,0,0,1,0,0
1465,19,0,3,0,0,0
1466,7,0,4,1,0,0
1467,13,0,2,0,0,1
1468,9,0,0,0,1,0
1469,14,0,0,1,0,0
1470,14,0,1,0,0,1
1471,14,0,3,0,1,0
1472,13,0,0,0,1,0
1473,8,0,5,1,0,0
1474,14,0,3,0,0,0
1475,18,1,2,0,1,0
1476,10,1,2,0,1,0
1477,19,1,2,1,0,0
1478,9,1,4,0,0,0
1479,11,0,2,0,1,0
1480,12,0,4,1,0,0
1481,8,0,1,1,0,0
1482,7,0,3,0,0,1
1483,14,0,2,0,0,1
1484,14,0,1,0,1,0
1485,12,0,4,1,0,0
1486,11,0,4,0,0,1
1487,9,0,5,0,0,0
1488,14,0,1,0,0,1
1489,14,0,1,1,0,0
1490,8,0,2,1,0,0
1491,15,0,5,0,0,1
1492,10,0,4,0,0,1
1493,6,1,3,0,0,1
1494,8,1,4,0,1,0
1495,12,1,3,0,1,0
1496,13,1,4,0,1,0
1497,13,1,0,0,0,1
1498,14,0,4,0,0,1
1499,8,1,1,0,0,0
1500,6,1,1,0,0,0
1501,14,0,4,1,0,0
1502,9,1,3,1,0,0
1503,14,1,4,0,1,0
1504,11,1,4,0,1,0
1505,8,1,2,0,1,0
1506,14,1,2,1,0,0
1507,19,1,3,0,1,0
1508,14,1,0,1,0,0
1509,13,1,5,0,0,0
1510,14,1,0,0,0,1
1511,13,0,1,0,0,0
1512,16,0,0,0,1,0
1513,14,0,3,0,1,0
1514,14,0,4,0,1,0
1515,14,0,2,0,0,1
1516,14,0,4,0,1,0
1517,7,0,2,1,0,0
1518,9,0,0,0,1,0
1519,11,0,2,0,1,0
1520,14,0,4,0,0,0
1521,7,0,5,0,1,0
1522,14,0,3,1,0,0
1523,14,0,5,0,0,0
1524,7,1,5,1,0,0
1525,7,1,0,0,0,0
1526,13,0,5,0,1,0
1527,14,0,4,0,1,0
1528,16,0,2,0,0,1
1529,14,0,2,0,0,0
1530,14,0,0,0,1,0
1531,14,0,2,0,0,0
1532,14,0,2,0,0,0
1533,14,0,2,0,1,0
1534,12,0,1,1,0,0
1535,7,0,4,0,1,0
1536,18,0,1,0,0,0
1537,14,0,0,0,1,0
1538,12,0,0,0,1,0
1539,14,0,5,0,0,1
1540,15,0,2,0,1,0
1541,14,0,5,1,0,0
1542,17,0,1,1,0,0
1543,15,0,3,0,0,0
1544,14,0,0,0,1,0
1545,16,0,5,0,1,0
1546,14,0,1,0,0,1
1547,14,0,5,0,1,0
1548,9,0,2,0,1,0
1549,9,0,1,0,1,0
1550,14,0,2,0,0,1
1551,9,0,5,0,0,0
1552,14,1,2,0,1,0
1553,13,1,5,0,0,1
1554,12,0,5,0,0,1
1555,14,0,2,0,0,1
1556,14,0,5,0,0,1
1557,14,1,1,1,0,0
1558,17,1,2,0,1,0
1559,14,1,4,0,0,0
1560,14,1,4,0,0,1
1561,14,1,0,0,0,0
1562,13,1,3,0,0,0
1563,16,1,4,1,0,0
1564,13,1,4,1,0,0
1565,13,1,5,1,0,0
1566,14,1,1,0,0,1
1567,10,1,5,1,0,0
1568,14,1,3,0,0,1
1569,19,0,4,0,1,0
1570,13,0,1,0,0,1
1571,13,0,1,0,1,0
1572,15,0,4,0,0,1
1573,18,0,4,0,1,0
1574,18,0,5,0,1,0
1575,6,0,2,0,0,0
1576,6,1,1,0,1,0
1577,12,1,4,0,1,0
1578,14,1,0,0,0,1
1579,14,1,0,0,0,1
1580,12,1,3,1,0,0
1581,13,1,2,0,0,1
1582,18,1,0,0,1,0
1583,14,1,3,0,1,0
1584,13,1,5,0,0,1
1585,14,1,5,1,0,0
1586,14,0,3,1,0,0
1587,14,0,4,0,0,0
1588,8,0,4,0,0,0
1589,15,1,0,0,1,0
1590,8,1,2,0,1,0
1591,9,0,5,1,0,0
1592,14,1,0,1,0,0
1593,14,1,0,0,0,1
1594,13,1,4,0,0,1
1595,18,0,3,1,0,0
1596,11,0,3,0,1,0
1597,14,0,1,0,1,0
1598,10,0,5,0,0,1
1599,11,0,2,0,1,0
1600,14,0,2,1,0,0
1601,14,0,1,0,1,0
1602,13,0,2,0,0,0
1603,16,0,3,1,0,0
1604,13,0,5,0,0,1
1605,15,0,3,1,0,0
1606,8,0,4,0,1,0
1607,19,0,4,0,1,0
1608,14,0,5,0,1,0
1609,7,0,4,0,1,0
1610,14,0,1,0,0,1
1611,14,0,4,0,0,1
1612,14,1,0,0,0,1
1613,19,1,1,0,0,1
1614,19,1,5,0,1,0
1615,13,1,5,1,0,0
1616,12,1,3,0,0,1
1617,11,1,0,0,0,1
1618,19,1,3,0,0,1
1619,14,1,3,0,1,0
1620,14,1,1,0,1,0
1621,10,1,1,0,0,1
1622,18,1,4,0,0,1
1623,16,1,5,1,0,0
1624,14,1,2,0,0,0
1625,13,1,3,0,0,1
1626,14,1,1,0,1,0
1627,13,1,4,1,0,0
1628,10,0,5,0,0,0
1629,14,0,4,0,1,0
1630,12,0,3,0,0,0
1631,11,0,1,1,0,0
1632,13,0,0,0,0,0
1633,14,0,0,0,1,0
1634,19,0,5,0,0,1
1635,14,0,3,1,0,0
1636,13,0,0,0,1,0
1637,14,0,0,1,0,0
1638,15,0,4,0,0,0
1639,14,0,1,0,0,1
1640,19,0,0,0,0,1
1641,7,0,2,0,1,0
1642,10,0,0,0,1,0
1643,14,0,3,0,1,0
1644,14,0,0,0,0,1
1645,11,0,0,0,1,0
1646,9,0,1,0,1,0
1647,18,0,1,0,0,1
1648,14,0,5,1,0,0
1649,13,0,5,0,1,0
1650,14,0,5,0,0,1
1651,14,0,2,1,0,0
1652,14,0,0,0,0,0
1653,14,0,4,0,1,0
1654,13,1,2,0,1,0
1655,17,1,0,0,0,1
1656,14,1,3,0,1,0
1657,11,1,5,0,1,0
1658,13,1,2,0,0,0
1659,14,1,3,0,0,0
1660,16,1,0,1,0,0
1661,10,1,0,0,1,0
1662,9,1,3,0,1,0
1663,14,1,4,0,1,0
1664,14,1,2,0,0,0
1665,14,1,1,0,0,1
1666,14,1,4,0,0,1
1667,15,1,2,0,0,0
1668,14,1,1,0,1,0
1669,9,1,5,0,0,1
1670,18,1,1,0,1,0
1671,13,1,2,1,0,0
1672,11,1,5,1,0,0
1673,14,1,1,0,0,1
1674,18,1,5,1,0,0
1675,14,0,1,1,0,0
1676,13,0,0,0,1,0
1677,14,0,1,0,1,0
1678,9,1,2,0,1,0
1679,14,1,4,0,0,0
1680,17,0,0,0,0,1
1681,14,1,0,0,0,1
1682,13,1,1,0,1,0
1683,13,1,3,0,1,0
1684,14,1,3,0,0,1
1685,14,1,3,0,0,1
1686,14,1,5,0,0,0
1687,14,1,2,0,0,1
1688,14,1,3,0,1,0
1689,19,1,5,0,0,0
1690,14,1,1,0,0,1
1691,18,1,5,1,0,0
1692,19,1,0,1,0,0
1693,8,1,4,0,0,1
1694,8,1,3,0,1,0
1695,6,1,0,0,1,0
1696,8,1,2,0,0,1
1697,13,1,3,0,0,0
1698,15,1,2,0,0,1
1699,14,1,4,1,0,0
1700,9,1,2,0,0,0
1701,6,1,5,1,0,0
1702,13,1,3,0,1,0
1703,7,1,0,0,0,1
1704,12,1,1,1,0,0
1705,13,1,5,0,0,0
1706,19,1,2,0,1,0
1707,14,1,0,0,1,0
1708,15,1,1,1,0,0
1709,19,1,2,0,1,0
1710,14,1,3,0,0,1
1711,14,1,5,1,0,0
1712,13,1,4,1,0,0
1713,12,1,0,1,0,0
1714,13,1,5,0,0,0
1715,9,1,2,1,0,0
1716,14,1,0,1,0,0
1717,15,1,5,1,0,0
1718,9,1,4,1,0,0
1719,14,1,1,0,0,0
1720,14,1,5,1,0,0
1721,18,1,3,0,1,0
1722,10,1,4,0,1,0
1723,14,1,5,0,0,1
1724,14,1,1,0,1,0
1725,18,1,5,0,0,1
1726,14,0,4,1,0,0
1727,12,1,4,0,0,0
1728,14,1,2,1,0,0
1729,17,0,5,1,0,0
1730,14,1,2,0,0,1
1731,10,1,2,1,0,0
1732,9,0,1,1,0,0
1733,8,1,5,0,1,0
1734,16,1,2,0,1,0
1735,13,1,4,0,1,0
1736,15,1,2,0,1,0
1737,13,0,1,0,0,1
1738,14,1,5,0,1,0
1739,14,1,5,0,1,0
1740,10,1,5,0,0,0
1741,6,0,1,0,1,0
1742,11,0,4,0,1,0
1743,7,0,4,0,1,0
1744,13,0,2,1,0,0
1745,14,0,4,0,1,0
1746,14,0,1,0,1,0
1747,8,0,4,0,0,1
1748,13,0,4,1,0,0
1749,14,1,3,0,1,0
1750,14,1,1,0,0,0
1751,9,1,3,0,1,0
1752,14,1,5,0,0,0
1753,14,1,4,0,0,1
1754,14,1,2,0,1,0
1755,16,1,5,0,1,0
1756,11,0,5,1,0,0
1757,10,0,2,1,0,0
1758,14,0,4,0,0,1
1759,14,0,3,0,1,0
1760,13,0,3,1,0,0
1761,14,0,2,0,0,1
1762,14,0,4,0,0,1
1763,19,0,0,0,0,1
1764,15,1,0,0,1,0
1765,19,1,3,1,0,0
1766,14,1,0,1,0,0
1767,13,0,4,0,0,0
1768,14,1,1,0,0,1
1769,16,1,0,0,1,0
1770,14,1,5,0,1,0
1771,14,1,1,0,1,0
1772,6,1,4,0,0,1
1773,12,1,0,0,1,0
1774,8,1,2,0,1,0
1775,14,1,0,0,1,0
1776,13,1,4,0,0,1
1777,19,1,3,0,0,0
1778,19,1,1,1,0,0
1779,14,1,1,0,0,0
1780,8,1,2,0,1,0
1781,14,1,2,0,1,0
1782,7,1,4,0,1,0
1783,11,0,0,0,0,1
1784,14,0,4,1,0,0
1785,14,0,5,1,0,0
1786,18,0,1,0,0,1
1787,14,1,3,1,0,0
1788,13,1,4,1,0,0
1789,13,1,1,0,1,0
1790,7,1,3,0,1,0
1791,12,1,0,0,0,1
1792,13,1,4,1,0,0
1793,13,0,0,0,1,0
1794,18,1,3,0,0,0
1795,14,1,1,0,1,0
1796,13,1,5,1,0,0
1797,14,1,4,1,0,0
1798,14,1,5,1,0,0
1799,14,1,3,0,1,0
1800,9,1,2,0,1,0
1801,14,1,1,0,1,0
1802,15,1,0,0,1,0
1803,13,1,3,1,0,0
1804,9,1,3,0,1,0
1805,14,1,5,1,0,0
1806,10,1,4,0,1,0
1807,9,1,1,0,1,0
1808,14,0,1,1,0,0
1809,12,0,0,1,0,0
1810,14,1,1,1,0,0
1811,12,1,3,0,0,1
1812,14,0,4,0,1,0
1813,12,0,4,0,1,0
1814,14,0,0,1,0,0
1815,13,0,2,0,0,1
1816,19,1,1,0,1,0
1817,14,1,5,0,0,1
1818,14,1,5,0,1,0
1819,14,1,0,0,0,1
1820,14,1,0,0,0,1
1821,12,1,4,0,1,0
1822,14,1,1,0,0,1
1823,7,0,1,0,0,0
1824,19,0,4,0,1,0
1825,13,0,5,0,0,1
1826,14,0,3,0,1,0
1827,13,0,4,0,1,0
1828,19,1,1,1,0,0
1829,14,1,1,0,0,1
1830,12,1,3,0,0,0
1831,14,0,1,1,0,0
1832,16,0,3,1,0,0
1833,9,0,1,0,1,0
1834,14,1,1,1,0,0
1835,9,1,3,0,1,0
1836,14,1,4,0,0,1
1837,14,1,1,0,0,1
1838,13,1,2,1,0,0
1839,16,1,0,1,0,0
1840,7,0,2,0,0,1
1841,15,1,3,1,0,0
1842,15,1,3,0,1,0
1843,14,1,4,1,0,0
1844,14,0,4,0,0,1
1845,15,0,1,0,1,0
1846,14,0,2,0,1,0
1847,13,0,5,0,1,0
1848,12,0,2,0,0,0
1849,13,0,3,1,0,0
1850,16,0,4,0,1,0
1851,10,0,0,0,0,0
1852,14,0,1,0,0,0
1853,12,0,5,0,0,1
1854,14,0,5,1,0,0
1855,14,0,4,1,0,0
1856,18,0,2,0,0,0
1857,14,1,3,0,0,1
1858,11,1,3,0,1,0
1859,10,0,0,0,0,1
1860,14,1,1,0,1,0
1861,13,1,2,0,0,1
1862,15,1,1,0,0,0
1863,8,1,1,1,0,0
1864,7,1,0,0,0,0
1865,13,1,5,0,0,1
1866,14,1,4,0,0,0
1867,6,1,4,1,0,0
1868,14,1,5,0,0,1
1869,14,0,4,1,0,0
1870,14,0,5,0,0,1
1871,14,0,3,0,0,0
1872,14,1,5,0,1,0
1873,13,1,4,0,0,0
1874,10,1,0,0,1,0
1875,12,1,4,0,1,0
1876,9,1,0,0,0,0
1877,16,1,2,0,1,0
1878,17,1,2,0,0,0
1879,6,1,4,1,0,0
1880,19,1,1,1,0,0
1881,19,1,2,0,1,0
1882,7,1,5,0,0,1
1883,13,1,3,1,0,0
1884,14,1,0,1,0,0
1885,12,0,4,1,0,0
1886,14,0,1,0,0,0
1887,14,0,2,0,0,1
1888,12,0,0,1,0,0
1889,9,0,5,0,1,0
1890,14,0,4,0,0,1
1891,13,0,2,0,0,1
1892,19,0,1,0,1,0
1893,8,1,0,0,0,1
1894,14,1,5,0,0,1
1895,6,1,5,0,1,0
1896,17,1,0,0,0,0
1897,10,1,0,0,0,0
1898,18,1,3,0,1,0
1899,14,1,3,1,0,0
1900,14,0,3,1,0,0
1901,12,0,0,0,0,1
1902,6,0,1,0,0,1
1903,17,0,0,0,1,0
1904,13,0,4,1,0,0
1905,14,0,4,1,0,0
1906,7,0,2,0,0,0
1907,6,0,2,1,0,0
1908,16,0,4,1,0,0
1909,9,0,0,0,1,0
1910,10,0,1,0,1,0
1911,9,0,0,1,0,0
1912,10,0,2,1,0,0
1913,14,0,4,0,0,1
1914,9,0,3,0,0,1
1915,14,0,1,0,0,1
1916,13,0,2,1,0,0
1917,14,0,0,0,1,0
1918,14,0,4,0,1,0
1919,13,0,1,0,0,0
1920,19,1,5,1,0,0
1921,14,1,3,0,1,0
